,postcode,ruralurban,residents,males,females,household,cmmunal,students,area,densitypersons
300,BA2  7,Total,7173.0,3600.0,3573.0,4800.0,2373.0,178.0,5878.05,1.2
301,BA2  8,Total,7655.0,3769.0,3886.0,7651.0,4.0,105.0,2545.64,3.0
302,BA2  9,Total,2022.0,950.0,1072.0,1547.0,475.0,52.0,3460.46,0.6
303,BA20 1,Total,2173.0,1123.0,1050.0,2084.0,89.0,21.0,78.26,27.8
304,BA20 2,Total,8692.0,4253.0,4439.0,8484.0,208.0,104.0,474.81,18.3
305,BA21 3,Total,15100.0,7355.0,7745.0,14882.0,218.0,179.0,831.32,18.2
306,BA21 4,Total,8900.0,4411.0,4489.0,8812.0,88.0,121.0,224.28,39.7
307,BA21 5,Total,9619.0,4712.0,4907.0,9580.0,39.0,118.0,1193.67,8.1
308,BA22 7,Total,3881.0,1909.0,1972.0,3772.0,109.0,108.0,6256.13,0.6
309,BA22 8,Total,8965.0,4895.0,4070.0,7831.0,1134.0,194.0,6385.02,1.4
310,BA22 9,Total,5320.0,2624.0,2696.0,5316.0,4.0,104.0,6006.47,0.9
311,BA3  2,Total,9801.0,4813.0,4988.0,9742.0,59.0,124.0,465.43,21.1
312,BA3  3,Total,10411.0,5134.0,5277.0,10375.0,36.0,97.0,803.44,13.0
313,BA3  4,Total,7556.0,3803.0,3753.0,7095.0,461.0,163.0,6877.8,1.1
314,BA3  5,Total,6942.0,3425.0,3517.0,6849.0,93.0,100.0,5951.1,1.2
315,BA4  4,Total,5159.0,2554.0,2605.0,5028.0,131.0,100.0,8410.53,0.6
316,BA4  5,Total,8299.0,4225.0,4074.0,8090.0,209.0,79.0,385.55,21.5
317,BA4  6,Total,4317.0,2109.0,2208.0,4261.0,56.0,119.0,7343.34,0.6
318,BA5  1,Total,6065.0,2887.0,3178.0,5897.0,168.0,142.0,6704.58,0.9
319,BA5  2,Total,7253.0,3395.0,3858.0,6990.0,263.0,141.0,407.37,17.8
320,BA5  3,Total,4216.0,2009.0,2207.0,4128.0,88.0,82.0,4590.12,0.9
321,BA6  8,Total,6437.0,3116.0,3321.0,6189.0,248.0,151.0,6608.92,1.0
322,BA6  9,Total,6433.0,3130.0,3303.0,6276.0,157.0,94.0,2650.86,2.4
323,BA7  7,Total,3514.0,1653.0,1861.0,3396.0,118.0,54.0,1682.57,2.1
324,BA8  0,Total,4153.0,2047.0,2106.0,4117.0,36.0,76.0,4127.1,1.0
325,BA9  8,Total,1484.0,710.0,774.0,1443.0,41.0,63.0,4865.37,0.3
326,BA9  9,Total,5758.0,2796.0,2962.0,5685.0,73.0,101.0,2541.25,2.3
327,BB1  1,Total,12317.0,6228.0,6089.0,12282.0,35.0,134.0,242.28,50.8
328,BB1  2,Total,9179.0,4676.0,4503.0,8943.0,236.0,58.0,1002.7,9.2
329,BB1  3,Total,2784.0,1387.0,1397.0,2784.0,0.0,18.0,67.79,41.1
330,BB1  4,Total,6625.0,3296.0,3329.0,6623.0,2.0,53.0,1107.97,6.0
331,BB1  5,Total,7773.0,3881.0,3892.0,7735.0,38.0,41.0,344.0,22.6
332,BB1  6,Total,3458.0,1750.0,1708.0,3441.0,17.0,33.0,39.36,87.9
333,BB1  7,Total,4369.0,2235.0,2134.0,4337.0,32.0,42.0,47.36,92.3
334,BB1  8,Total,9813.0,4882.0,4931.0,9670.0,143.0,114.0,222.98,44.0
335,BB1  9,Total,10227.0,4931.0,5296.0,10064.0,163.0,166.0,1911.96,5.3
336,BB10 1,Total,8813.0,4503.0,4310.0,8665.0,148.0,86.0,330.13,26.7
337,BB10 2,Total,10448.0,5104.0,5344.0,10392.0,56.0,126.0,299.44,34.9
338,BB10 3,Total,7988.0,3931.0,4057.0,7947.0,41.0,63.0,3459.82,2.3
339,BB10 4,Total,10183.0,4952.0,5231.0,10152.0,31.0,105.0,2942.17,3.5
340,BB11 2,Total,5203.0,2523.0,2680.0,5050.0,153.0,69.0,230.15,22.6
341,BB11 3,Total,4093.0,1991.0,2102.0,4009.0,84.0,48.0,180.82,22.6
342,BB11 4,Total,6065.0,2972.0,3093.0,5952.0,113.0,40.0,133.68,45.4
343,BB11 5,Total,6860.0,3366.0,3494.0,6835.0,25.0,71.0,2319.97,3.0
344,BB12 0,Total,8089.0,4110.0,3979.0,8075.0,14.0,88.0,340.79,23.7
345,BB12 6,Total,8530.0,4101.0,4429.0,8427.0,103.0,70.0,422.97,20.2
346,BB12 7,Total,7169.0,3531.0,3638.0,7129.0,40.0,97.0,1411.28,5.1
347,BB12 8,Total,7891.0,3828.0,4063.0,7757.0,134.0,93.0,411.62,19.2
348,BB12 9,Total,2934.0,1435.0,1499.0,2932.0,2.0,48.0,3126.6,0.9
349,BB18 5,Total,7710.0,3843.0,3867.0,7688.0,22.0,67.0,2669.21,2.9
350,BB18 6,Total,9469.0,4643.0,4826.0,9407.0,62.0,105.0,1739.85,5.4
351,BB2  1,Total,5685.0,3014.0,2671.0,5478.0,207.0,32.0,106.92,53.2
352,BB2  2,Total,4447.0,2270.0,2177.0,4407.0,40.0,29.0,107.81,41.2
353,BB2  3,Total,9919.0,4853.0,5066.0,9720.0,199.0,51.0,228.1,43.5
354,BB2  4,Total,15182.0,7495.0,7687.0,15123.0,59.0,112.0,406.28,37.4
355,BB2  5,Total,7070.0,3461.0,3609.0,6992.0,78.0,122.0,635.04,11.1
356,BB2  6,Total,10432.0,5256.0,5176.0,10205.0,227.0,163.0,881.21,11.8
357,BB2  7,Total,7189.0,3542.0,3647.0,7142.0,47.0,169.0,2589.55,2.8
358,BB3  0,Total,9303.0,4569.0,4734.0,9089.0,214.0,77.0,1360.67,6.8
359,BB3  1,Total,6392.0,3119.0,3273.0,6373.0,19.0,48.0,224.95,28.4
360,BB3  2,Total,9402.0,4720.0,4682.0,9377.0,25.0,96.0,1311.04,7.2
361,BB3  3,Total,9406.0,4654.0,4752.0,9390.0,16.0,74.0,1330.2,7.1
362,BB4  4,Total,7473.0,3604.0,3869.0,7249.0,224.0,121.0,2357.21,3.2
363,BB4  5,Total,6006.0,2970.0,3036.0,5980.0,26.0,44.0,1031.24,5.8
364,BB4  6,Total,7795.0,3798.0,3997.0,7719.0,76.0,113.0,611.42,12.7
365,BB4  7,Total,5874.0,2907.0,2967.0,5803.0,71.0,70.0,795.06,7.4
366,BB4  8,Total,8676.0,4280.0,4396.0,8610.0,66.0,144.0,1212.14,7.2
367,BB4  9,Total,5577.0,2747.0,2830.0,5505.0,72.0,55.0,1546.51,3.6
368,BB5  0,Total,9702.0,4795.0,4907.0,9621.0,81.0,47.0,203.73,47.6
369,BB5  1,Total,4946.0,2502.0,2444.0,4893.0,53.0,34.0,94.6,52.3
370,BB5  2,Total,7686.0,3829.0,3857.0,7634.0,52.0,87.0,592.9,13.0
371,BB5  3,Total,7911.0,3914.0,3997.0,7878.0,33.0,61.0,1241.81,6.4
372,BB5  4,Total,8846.0,4326.0,4520.0,8760.0,86.0,63.0,408.54,21.7
373,BB5  5,Total,11513.0,5598.0,5915.0,11288.0,225.0,111.0,1080.68,10.7
374,BB5  6,Total,10498.0,5244.0,5254.0,10432.0,66.0,95.0,775.39,13.5
375,BB6  7,Total,10800.0,5324.0,5476.0,10752.0,48.0,105.0,1221.88,8.8
376,BB6  8,Total,3859.0,1941.0,1918.0,3789.0,70.0,96.0,1088.2,3.5
377,BB7  1,Total,7591.0,3711.0,3880.0,7526.0,65.0,95.0,2301.97,3.3
378,BB7  2,Total,7177.0,3462.0,3715.0,7053.0,124.0,110.0,422.28,17.0
379,BB7  3,Total,3067.0,1520.0,1547.0,3066.0,1.0,65.0,23545.55,0.1
380,BB7  4,Total,5080.0,2525.0,2555.0,4974.0,106.0,110.0,11982.7,0.4
381,BB7  9,Total,8784.0,4377.0,4407.0,8237.0,547.0,179.0,3552.24,2.5
382,BB8  0,Total,6062.0,2969.0,3093.0,5981.0,81.0,46.0,163.16,37.2
383,BB8  7,Total,4630.0,2272.0,2358.0,4610.0,20.0,61.0,2677.02,1.7
384,BB8  8,Total,5092.0,2515.0,2577.0,5078.0,14.0,48.0,2822.72,1.8
385,BB8  9,Total,7257.0,3527.0,3730.0,7180.0,77.0,53.0,340.83,21.3
386,BB9  0,Total,12189.0,5990.0,6199.0,12109.0,80.0,123.0,374.59,32.5
387,BB9  5,Total,6357.0,3156.0,3201.0,6307.0,50.0,56.0,191.91,33.1
388,BB9  6,Total,4788.0,2325.0,2463.0,4707.0,81.0,84.0,1663.5,2.9
389,BB9  7,Total,6726.0,3349.0,3377.0,6723.0,3.0,75.0,133.8,50.3
390,BB9  8,Total,8116.0,3939.0,4177.0,8089.0,27.0,66.0,228.59,35.5
391,BB9  9,Total,6422.0,3176.0,3246.0,6335.0,87.0,51.0,454.45,14.1
392,BD1  1,Total,384.0,241.0,143.0,384.0,0.0,1.0,22.97,16.7
393,BD1  2,Total,370.0,222.0,148.0,370.0,0.0,4.0,13.91,26.6
394,BD1  3,Total,1575.0,855.0,720.0,1575.0,0.0,6.0,31.31,50.3
395,BD1  4,Total,751.0,470.0,281.0,747.0,4.0,2.0,28.75,26.1
396,BD1  5,Total,756.0,464.0,292.0,756.0,0.0,7.0,11.01,68.7
397,BD10 0,Total,8834.0,4283.0,4551.0,8729.0,105.0,102.0,576.27,15.3
398,BD10 8,Total,10627.0,5204.0,5423.0,10567.0,60.0,105.0,260.58,40.8
399,BD10 9,Total,6421.0,3118.0,3303.0,6339.0,82.0,40.0,127.66,50.3
400,BD11 1,Total,5528.0,2735.0,2793.0,5482.0,46.0,45.0,458.96,12.0
401,BD11 2,Total,5827.0,2783.0,3044.0,5760.0,67.0,51.0,558.35,10.4
402,BD12 0,Total,5308.0,2592.0,2716.0,5284.0,24.0,43.0,272.59,19.5
403,BD12 7,Total,1901.0,921.0,980.0,1899.0,2.0,21.0,191.65,9.9
404,BD12 8,Total,4908.0,2407.0,2501.0,4906.0,2.0,26.0,308.61,15.9
405,BD12 9,Total,4568.0,2209.0,2359.0,4553.0,15.0,28.0,291.4,15.7
406,BD13 1,Total,3967.0,1934.0,2033.0,3946.0,21.0,31.0,483.55,8.2
407,BD13 2,Total,7657.0,3736.0,3921.0,7613.0,44.0,63.0,419.49,18.3
408,BD13 3,Total,6934.0,3388.0,3546.0,6860.0,74.0,63.0,1000.14,6.9
409,BD13 4,Total,3489.0,1717.0,1772.0,3489.0,0.0,32.0,1025.49,3.4
410,BD13 5,Total,2932.0,1382.0,1550.0,2932.0,0.0,56.0,906.03,3.2
411,BD14 6,Total,8871.0,3966.0,4905.0,8291.0,580.0,102.0,401.56,22.1
412,BD15 0,Total,4248.0,1987.0,2261.0,4187.0,61.0,76.0,466.63,9.1
413,BD15 7,Total,8060.0,3902.0,4158.0,8029.0,31.0,39.0,236.53,34.1
414,BD15 9,Total,3008.0,1485.0,1523.0,3008.0,0.0,24.0,147.37,20.4
415,BD16 1,Total,9433.0,4560.0,4873.0,9390.0,43.0,118.0,1424.23,6.6
416,BD16 2,Total,3422.0,1664.0,1758.0,3422.0,0.0,54.0,215.49,15.9
417,BD16 3,Total,5776.0,2839.0,2937.0,5776.0,0.0,127.0,1395.69,4.1
418,BD16 4,Total,7172.0,3641.0,3531.0,7078.0,94.0,145.0,209.16,34.3
419,BD17 5,Total,8187.0,4027.0,4160.0,8187.0,0.0,106.0,871.98,9.4
420,BD17 6,Total,6188.0,2949.0,3239.0,6102.0,86.0,82.0,162.14,38.2
421,BD17 7,Total,3526.0,1767.0,1759.0,3526.0,0.0,25.0,606.71,5.8
422,BD18 1,Total,7192.0,3533.0,3659.0,7192.0,0.0,51.0,179.26,40.1
423,BD18 2,Total,6828.0,3342.0,3486.0,6826.0,2.0,52.0,164.63,41.5
424,BD18 3,Total,5448.0,2719.0,2729.0,5357.0,91.0,57.0,192.35,28.3
425,BD18 4,Total,7790.0,3740.0,4050.0,7615.0,175.0,111.0,307.92,25.3
426,BD19 3,Total,5989.0,2978.0,3011.0,5910.0,79.0,40.0,193.35,31.0
427,BD19 4,Total,9436.0,4628.0,4808.0,9379.0,57.0,77.0,643.67,14.7
428,BD19 5,Total,2646.0,1298.0,1348.0,2646.0,0.0,15.0,108.46,24.4
429,BD19 6,Total,3948.0,1958.0,1990.0,3898.0,50.0,34.0,473.42,8.3
430,BD2  1,Total,8149.0,4011.0,4138.0,8129.0,20.0,63.0,187.93,43.4
431,BD2  2,Total,4754.0,2267.0,2487.0,4754.0,0.0,31.0,80.52,59.0
432,BD2  3,Total,7927.0,3863.0,4064.0,7905.0,22.0,63.0,161.5,49.1
433,BD2  4,Total,7736.0,3740.0,3996.0,7668.0,68.0,63.0,135.52,57.1
434,BD20 0,Total,6137.0,2992.0,3145.0,6075.0,62.0,50.0,1745.31,3.5
435,BD20 5,Total,7284.0,3562.0,3722.0,7238.0,46.0,88.0,1507.23,4.8
436,BD20 6,Total,7399.0,3593.0,3806.0,7085.0,314.0,101.0,1004.98,7.4
437,BD20 7,Total,4908.0,2332.0,2576.0,4781.0,127.0,83.0,1104.85,4.4
438,BD20 8,Total,5509.0,2619.0,2890.0,5361.0,148.0,86.0,2102.7,2.6
439,BD20 9,Total,4078.0,1922.0,2156.0,3938.0,140.0,81.0,2452.48,1.7
440,BD21 1,Total,6041.0,2924.0,3117.0,6022.0,19.0,16.0,102.26,59.1
441,BD21 2,Total,7158.0,3596.0,3562.0,7147.0,11.0,43.0,101.06,70.8
442,BD21 3,Total,3931.0,2000.0,1931.0,3928.0,3.0,14.0,59.33,66.3
443,BD21 4,Total,7373.0,3691.0,3682.0,7341.0,32.0,49.0,606.21,12.2
444,BD21 5,Total,2630.0,1326.0,1304.0,2630.0,0.0,11.0,257.79,10.2
445,BD22 0,Total,4465.0,2255.0,2210.0,4454.0,11.0,82.0,5816.58,0.8
446,BD22 6,Total,7683.0,3665.0,4018.0,7642.0,41.0,66.0,276.37,27.8
447,BD22 7,Total,9056.0,4373.0,4683.0,9036.0,20.0,87.0,362.6,25.0
448,BD22 8,Total,4270.0,2092.0,2178.0,4193.0,77.0,36.0,205.58,20.8
449,BD22 9,Total,4375.0,2118.0,2257.0,4375.0,0.0,62.0,1874.49,2.3
450,BD23 1,Total,5900.0,2845.0,3055.0,5890.0,10.0,132.0,273.78,21.6
451,BD23 2,Total,8348.0,3987.0,4361.0,8299.0,49.0,87.0,1106.67,7.5
452,BD23 3,Total,4100.0,1969.0,2131.0,3991.0,109.0,71.0,10610.57,0.4
453,BD23 4,Total,3569.0,1772.0,1797.0,3532.0,37.0,85.0,18042.36,0.2
454,BD23 5,Total,3485.0,1654.0,1831.0,3376.0,109.0,76.0,26528.38,0.1
455,BD23 6,Total,3927.0,1908.0,2019.0,3846.0,81.0,106.0,17915.21,0.2
456,BD24 0,Total,2003.0,1003.0,1000.0,1804.0,199.0,58.0,10291.15,0.2
457,BD24 9,Total,3128.0,1497.0,1631.0,3071.0,57.0,58.0,4348.27,0.7
458,BD3  0,Total,9775.0,4886.0,4889.0,9721.0,54.0,53.0,206.73,47.3
459,BD3  7,Total,7518.0,3710.0,3808.0,7368.0,150.0,35.0,150.17,50.1
460,BD3  8,Total,9087.0,4604.0,4483.0,9046.0,41.0,43.0,94.76,95.9
461,BD3  9,Total,7641.0,3910.0,3731.0,7604.0,37.0,25.0,78.61,97.2
462,BD4  0,Total,6698.0,3259.0,3439.0,6698.0,0.0,26.0,916.06,7.3
463,BD4  6,Total,7253.0,3519.0,3734.0,7159.0,94.0,42.0,363.79,19.9
464,BD4  7,Total,4767.0,2356.0,2411.0,4765.0,2.0,19.0,139.59,34.2
465,BD4  8,Total,6867.0,3342.0,3525.0,6867.0,0.0,23.0,416.53,16.5
466,BD4  9,Total,5633.0,2730.0,2903.0,5389.0,244.0,22.0,155.14,36.3
467,BD5  0,Total,7093.0,3823.0,3270.0,6443.0,650.0,75.0,113.32,62.6
468,BD5  7,Total,6312.0,3228.0,3084.0,6262.0,50.0,30.0,88.67,71.2
469,BD5  8,Total,7748.0,3863.0,3885.0,7747.0,1.0,32.0,213.31,36.3
470,BD5  9,Total,10488.0,5171.0,5317.0,10475.0,13.0,65.0,125.95,83.3
471,BD6  1,Total,9491.0,4531.0,4960.0,9467.0,24.0,42.0,251.49,37.7
472,BD6  2,Total,7616.0,3627.0,3989.0,7508.0,108.0,44.0,152.86,49.8
473,BD6  3,Total,12965.0,6252.0,6713.0,12919.0,46.0,90.0,251.71,51.5
474,BD7  1,Total,6140.0,3463.0,2677.0,4259.0,1881.0,108.0,148.26,41.4
475,BD7  2,Total,11830.0,5936.0,5894.0,11826.0,4.0,79.0,223.18,53.0
476,BD7  3,Total,8650.0,4411.0,4239.0,8586.0,64.0,56.0,116.59,74.2
477,BD7  4,Total,8725.0,4198.0,4527.0,8652.0,73.0,84.0,167.42,52.1
478,BD8  0,Total,7933.0,3802.0,4131.0,7761.0,172.0,50.0,186.61,42.5
479,BD8  7,Total,6679.0,3575.0,3104.0,6432.0,247.0,42.0,199.37,33.5
480,BD8  8,Total,6659.0,3398.0,3261.0,6659.0,0.0,24.0,70.96,93.8
481,BD8  9,Total,10231.0,5129.0,5102.0,10230.0,1.0,54.0,86.15,118.8
482,BD9  4,Total,9552.0,4843.0,4709.0,9305.0,247.0,75.0,173.8,55.0
483,BD9  5,Total,10933.0,5425.0,5508.0,10813.0,120.0,78.0,129.75,84.3
484,BD9  6,Total,8824.0,4298.0,4526.0,8765.0,59.0,75.0,369.4,23.9
485,BH1  1,Total,2648.0,1481.0,1167.0,2630.0,18.0,12.0,55.4,47.8
486,BH1  2,Total,1096.0,573.0,523.0,1071.0,25.0,12.0,18.86,58.1
487,BH1  3,Total,6470.0,3490.0,2980.0,5956.0,514.0,42.0,147.06,44.0
488,BH1  4,Total,9090.0,4831.0,4259.0,9033.0,57.0,66.0,86.55,105.0
489,BH10 4,Total,4123.0,1998.0,2125.0,4073.0,50.0,39.0,114.26,36.1
490,BH10 5,Total,7037.0,3437.0,3600.0,7031.0,6.0,50.0,158.47,44.4
491,BH10 6,Total,5043.0,2409.0,2634.0,4972.0,71.0,55.0,137.41,36.7
492,BH10 7,Total,3859.0,1909.0,1950.0,3859.0,0.0,33.0,222.46,17.3
493,BH11 8,Total,9887.0,4778.0,5109.0,9883.0,4.0,56.0,277.16,35.7
494,BH11 9,Total,10023.0,4890.0,5133.0,9998.0,25.0,64.0,428.87,23.4
495,BH12 1,Total,6253.0,3117.0,3136.0,6219.0,34.0,61.0,199.54,31.3
496,BH12 2,Total,7955.0,3944.0,4011.0,7949.0,6.0,69.0,130.48,61.0
497,BH12 3,Total,8011.0,3952.0,4059.0,8001.0,10.0,59.0,140.92,56.8
498,BH12 4,Total,8709.0,4223.0,4486.0,8591.0,118.0,59.0,328.31,26.5
499,BH12 5,Total,4343.0,2153.0,2190.0,4034.0,309.0,39.0,152.49,28.5
500,BH13 6,Total,4570.0,2154.0,2416.0,4293.0,277.0,67.0,193.82,23.6
501,BH13 7,Total,3751.0,1891.0,1860.0,3646.0,105.0,92.0,312.86,12.0
502,BH14 0,Total,7000.0,3424.0,3576.0,6856.0,144.0,53.0,157.42,44.5
503,BH14 8,Total,9262.0,4528.0,4734.0,9181.0,81.0,133.0,341.86,27.1
504,BH14 9,Total,7170.0,3583.0,3587.0,7065.0,105.0,126.0,186.61,38.4
505,BH15 1,Total,6176.0,2973.0,3203.0,5735.0,441.0,44.0,162.25,38.1
506,BH15 2,Total,6073.0,2937.0,3136.0,5947.0,126.0,48.0,150.75,40.3
507,BH15 3,Total,11277.0,5425.0,5852.0,11221.0,56.0,147.0,339.63,33.2
508,BH15 4,Total,9526.0,4760.0,4766.0,9420.0,106.0,64.0,371.25,25.7
509,BH16 5,Total,10947.0,5293.0,5654.0,10947.0,0.0,93.0,558.32,19.6
510,BH16 6,Total,4888.0,2394.0,2494.0,4838.0,50.0,119.0,3581.84,1.4
511,BH17 7,Total,8904.0,4299.0,4605.0,8891.0,13.0,64.0,355.87,25.0
512,BH17 8,Total,7525.0,3663.0,3862.0,7466.0,59.0,48.0,196.88,38.2
513,BH17 9,Total,6554.0,3188.0,3366.0,6554.0,0.0,101.0,314.76,20.8
514,BH18 8,Total,4652.0,2180.0,2472.0,4555.0,97.0,106.0,354.43,13.1
515,BH18 9,Total,6476.0,3149.0,3327.0,6476.0,0.0,140.0,304.44,21.3
516,BH19 1,Total,4077.0,1941.0,2136.0,3931.0,146.0,49.0,606.48,6.7
517,BH19 2,Total,5524.0,2680.0,2844.0,5487.0,37.0,106.0,514.91,10.7
518,BH19 3,Total,1916.0,950.0,966.0,1872.0,44.0,45.0,4055.76,0.5
519,BH2  5,Total,4479.0,2480.0,1999.0,4354.0,125.0,32.0,98.17,45.6
520,BH2  6,Total,3866.0,1913.0,1953.0,3678.0,188.0,31.0,85.7,45.1
521,BH20 4,Total,5496.0,2563.0,2933.0,5461.0,35.0,80.0,635.37,8.7
522,BH20 5,Total,3940.0,1971.0,1969.0,3903.0,37.0,82.0,12733.44,0.3
523,BH20 6,Total,5953.0,3081.0,2872.0,5656.0,297.0,90.0,4190.42,1.4
524,BH20 7,Total,4565.0,2277.0,2288.0,4557.0,8.0,67.0,8277.62,0.6
525,BH21 1,Total,10432.0,4891.0,5541.0,10276.0,156.0,167.0,677.14,15.4
526,BH21 2,Total,9008.0,4353.0,4655.0,8964.0,44.0,163.0,825.46,10.9
527,BH21 3,Total,10677.0,5247.0,5430.0,10277.0,400.0,176.0,2177.37,4.9
528,BH21 4,Total,2220.0,1117.0,1103.0,2220.0,0.0,49.0,2954.47,0.8
529,BH21 5,Total,2407.0,1188.0,1219.0,2355.0,52.0,69.0,9390.32,0.3
530,BH21 6,Total,1492.0,692.0,800.0,1428.0,64.0,19.0,424.96,3.5
531,BH21 7,Total,3813.0,1846.0,1967.0,3777.0,36.0,85.0,5203.38,0.7
532,BH21 8,Total,522.0,272.0,250.0,522.0,0.0,6.0,1048.8,0.5
533,BH22 0,Total,7561.0,3563.0,3998.0,7414.0,147.0,52.0,853.75,8.9
534,BH22 8,Total,10856.0,5262.0,5594.0,10746.0,110.0,131.0,962.63,11.3
535,BH22 9,Total,8374.0,3894.0,4480.0,8223.0,151.0,80.0,586.0,14.3
536,BH23 1,Total,5592.0,2659.0,2933.0,5556.0,36.0,60.0,220.9,25.3
537,BH23 2,Total,12055.0,5870.0,6185.0,11909.0,146.0,113.0,633.85,19.0
538,BH23 3,Total,8891.0,4320.0,4571.0,8860.0,31.0,61.0,296.81,30.0
539,BH23 4,Total,9687.0,4562.0,5125.0,9568.0,119.0,95.0,482.13,20.1
540,BH23 5,Total,6849.0,3180.0,3669.0,6773.0,76.0,76.0,300.9,22.8
541,BH23 6,Total,501.0,270.0,231.0,478.0,23.0,3.0,2235.47,0.2
542,BH23 7,Total,4485.0,2167.0,2318.0,4400.0,85.0,49.0,1186.8,3.8
543,BH23 8,Total,4758.0,2280.0,2478.0,4721.0,37.0,92.0,3052.34,1.6
544,BH24 1,Total,10473.0,4984.0,5489.0,10322.0,151.0,120.0,498.39,21.0
545,BH24 2,Total,6859.0,3327.0,3532.0,6660.0,199.0,104.0,2480.7,2.8
546,BH24 3,Total,4879.0,2386.0,2493.0,4788.0,91.0,106.0,7805.67,0.6
547,BH24 4,Total,1384.0,642.0,742.0,1324.0,60.0,29.0,4552.97,0.3
548,BH25 5,Total,12352.0,5855.0,6497.0,12065.0,287.0,151.0,1474.9,8.4
549,BH25 6,Total,6598.0,2993.0,3605.0,6413.0,185.0,38.0,286.76,23.0
550,BH25 7,Total,6767.0,3089.0,3678.0,6574.0,193.0,62.0,323.17,20.9
551,BH3  7,Total,5740.0,2892.0,2848.0,5597.0,143.0,108.0,211.43,27.1
552,BH31 6,Total,10168.0,4964.0,5204.0,10168.0,0.0,114.0,789.24,12.9
553,BH31 7,Total,3192.0,1517.0,1675.0,3173.0,19.0,32.0,537.96,5.9
554,BH4  8,Total,5323.0,2620.0,2703.0,5096.0,227.0,23.0,111.45,47.8
555,BH4  9,Total,4059.0,2006.0,2053.0,3873.0,186.0,37.0,114.66,35.4
556,BH5  1,Total,6383.0,3333.0,3050.0,6003.0,380.0,26.0,94.33,67.7
557,BH5  2,Total,4863.0,2470.0,2393.0,4716.0,147.0,59.0,88.47,55.0
558,BH6  3,Total,9043.0,4271.0,4772.0,8585.0,458.0,95.0,173.12,52.2
559,BH6  4,Total,3617.0,1708.0,1909.0,3538.0,79.0,50.0,302.23,12.0
560,BH6  5,Total,9539.0,4659.0,4880.0,9463.0,76.0,93.0,178.15,53.5
561,BH7  6,Total,8130.0,4041.0,4089.0,8123.0,7.0,94.0,194.9,41.7
562,BH7  7,Total,3690.0,1798.0,1892.0,3638.0,52.0,74.0,196.57,18.8
563,BH8  0,Total,7307.0,3441.0,3866.0,7241.0,66.0,55.0,261.96,27.9
564,BH8  8,Total,12631.0,6549.0,6082.0,11466.0,1165.0,137.0,158.45,79.7
565,BH8  9,Total,8077.0,3951.0,4126.0,7926.0,151.0,126.0,322.25,25.1
566,BH9  1,Total,12693.0,6295.0,6398.0,12605.0,88.0,130.0,161.84,78.4
567,BH9  2,Total,8878.0,4332.0,4546.0,8859.0,19.0,124.0,144.38,61.5
568,BH9  3,Total,10048.0,4902.0,5146.0,10013.0,35.0,110.0,287.92,34.9
569,BL0  0,Total,5575.0,2681.0,2894.0,5535.0,40.0,100.0,2297.85,2.4
570,BL0  9,Total,12178.0,5935.0,6243.0,12146.0,32.0,230.0,382.42,31.8
571,BL1  1,Total,413.0,264.0,149.0,371.0,42.0,0.0,27.6,15.0
572,BL1  2,Total,4243.0,2241.0,2002.0,4229.0,14.0,26.0,165.9,25.6
573,BL1  3,Total,9919.0,4979.0,4940.0,9897.0,22.0,65.0,127.84,77.6
574,BL1  4,Total,9093.0,4656.0,4437.0,9051.0,42.0,73.0,183.9,49.4
575,BL1  5,Total,12151.0,5890.0,6261.0,12074.0,77.0,236.0,733.46,16.6
576,BL1  6,Total,8641.0,4206.0,4435.0,8613.0,28.0,92.0,748.84,11.5
577,BL1  7,Total,8374.0,4164.0,4210.0,8354.0,20.0,119.0,597.8,14.0
578,BL1  8,Total,10965.0,5451.0,5514.0,10937.0,28.0,116.0,232.94,47.1
579,BL2  1,Total,3922.0,2008.0,1914.0,3654.0,268.0,45.0,88.62,44.3
580,BL2  2,Total,8402.0,4012.0,4390.0,8398.0,4.0,49.0,179.32,46.9
581,BL2  3,Total,8526.0,4099.0,4427.0,8523.0,3.0,112.0,354.16,24.1
582,BL2  4,Total,4708.0,2285.0,2423.0,4708.0,0.0,78.0,697.36,6.8
583,BL2  5,Total,9312.0,4449.0,4863.0,9237.0,75.0,61.0,260.67,35.7
584,BL2  6,Total,10663.0,5161.0,5502.0,10521.0,142.0,92.0,582.91,18.3
585,BL3  1,Total,12315.0,6026.0,6289.0,12305.0,10.0,81.0,467.15,26.4
586,BL3  2,Total,9408.0,4746.0,4662.0,9373.0,35.0,82.0,293.38,32.1
587,BL3  3,Total,14867.0,7287.0,7580.0,14794.0,73.0,105.0,276.47,53.8
588,BL3  4,Total,14244.0,7175.0,7069.0,14073.0,171.0,124.0,377.16,37.8
589,BL3  5,Total,7974.0,4083.0,3891.0,7942.0,32.0,58.0,154.84,51.5
590,BL3  6,Total,5470.0,2845.0,2625.0,5119.0,351.0,49.0,129.66,42.2
591,BL4  0,Total,10178.0,4981.0,5197.0,10127.0,51.0,61.0,226.5,44.9
592,BL4  7,Total,6773.0,3337.0,3436.0,6773.0,0.0,31.0,211.81,32.0
593,BL4  8,Total,8127.0,3936.0,4191.0,7977.0,150.0,44.0,409.37,19.9
594,BL4  9,Total,8372.0,4057.0,4315.0,8372.0,0.0,38.0,185.9,45.0
595,BL5  1,Total,2664.0,1291.0,1373.0,2664.0,0.0,35.0,895.57,3.0
